customer_id,customer_state,highest_education,employment_status,gender,income,residence_type,marital_status,sales_channel,coverage,policy,vehicle_class,vehicle_size,monthly_premium,months_since_last_claim,total_claim_amount,customer_lifetime_value
SK55033,California,Bachelor,Employed,Female,92711,Suburban,Single,Agent,Basic,Personal,Two-Door Car,Midsize,62,24,1368.4,2469.78
SK58227,California,High School,Employed,Female,52583,Urban,Single,Agent,Basic,Personal,SUV,Small,113,12,1528.2,8879.79
SK65854,Nevada,Associate,Employed,Female,29730,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,72,1,1463.21,5728.58
SK66747,Washington,Bachelor,Employed,Male,33481,Suburban,Single,Agent,Basic,Personal,Luxury SUV,Midsize,188,28,2194.8900000000003,66025.75
SK69036,California,Bachelor,Employed,Male,25708,Suburban,Divorced,Branch,Premium,Personal,Four-Door Car,Small,118,21,1566.4,13780.49
SK79760,Washington,Bachelor,Medical Leave,Male,15340,Suburban,Divorced,Branch,Extended,Corporate,SUV,Midsize,121,12,1686.5,13755.54
SK93727,Washington,High School,Employed,Female,36121,Suburban,Married,Call Center,Premium,Personal,Four-Door Car,Small,118,7,2107.15,9470.27
SK97780,California,Bachelor,Medical Leave,Female,15752,Urban,Married,Branch,Extended,Corporate,Two-Door Car,Large,90,27,1339.34,10110.78
SL22297,California,Master,Disabled,Female,27679,Suburban,Single,Call Center,Premium,Personal,SUV,Midsize,150,30,1722.49,11140.3
SL35268,Arizona,Associate,Employed,Male,30855,Urban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,68,7,1259.06,5453.86
SL70257,Nevada,Associate,Employed,Female,77156,Suburban,Divorced,Branch,Basic,Personal,Four-Door Car,Small,73,30,1445.82,5872.96
SL70555,California,Bachelor,Employed,Male,69114,Rural,Divorced,Agent,Basic,Personal,SUV,Midsize,103,9,1162.2,8184.59
SL71998,Oregon,Associate,Employed,Male,63223,Suburban,Married,Web,Basic,Personal,Two-Door Car,Small,71,3,1397.62,2797.76
SM10254,Oregon,Bachelor,Medical Leave,Female,13037,Suburban,Married,Agent,Extended,Personal,SUV,Small,124,28,1839.35,4726.87
SM42728,California,Associate,Employed,Male,34455,Suburban,Married,Call Center,Extended,Personal,SUV,Midsize,135,8,1648,15925.06
SM52139,Washington,Associate,Employed,Male,33663,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,73,29,1350.4,2930.69
SM52948,Nevada,Bachelor,Employed,Female,57107,Suburban,Married,Branch,Basic,Personal,SUV,Small,110,27,1528,8707.62
SM58898,California,High School,Employed,Female,85378,Suburban,Married,Call Center,Basic,Corporate,SUV,Midsize,107,7,1513.6,17223.89
SM62247,Nevada,High School,Employed,Female,68297,Suburban,Single,Call Center,Extended,Corporate,Luxury Car,Midsize,212,6,2272.49,24543.2
SM67119,California,Associate,Disabled,Female,16139,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Large,62,19,1297.6,7123.69
SM80235,Oregon,High School,Employed,Male,62302,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Small,70,7,1504,2746.92
SM87252,California,Associate,Employed,Male,77498,Urban,Single,Branch,Basic,Personal,Two-Door Car,Midsize,74,17,1249.15,5843.61
SM88270,California,High School,Employed,Male,68906,Suburban,Married,Web,Premium,Personal,Sports Car,Midsize,187,12,2053.3,30118.66
SN16059,California,Master,Employed,Female,29305,Suburban,Married,Web,Basic,Personal,Four-Door Car,Small,66,1,1475.2,2641.45
SN21895,Arizona,Bachelor,Medical Leave,Female,13088,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,82,29,1393.6,6411.12
SN23932,Arizona,Master,Employed,Male,60244,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,83,3,1326.28,3238
SN26999,Oregon,High School,Employed,Female,98542,Suburban,Single,Agent,Extended,Personal,Two-Door Car,Small,90,1,1432,10925.82
SN36487,Arizona,Associate,Employed,Female,78358,Suburban,Married,Agent,Extended,Corporate,SUV,Midsize,128,6,1614.4,10307.65
SN49269,Oregon,High School,Employed,Male,72353,Suburban,Divorced,Web,Basic,Personal,Two-Door Car,Small,66,27,1316.8,7812.89
SN53710,Washington,High School,Employed,Male,80101,Suburban,Single,Call Center,Extended,Personal,Four-Door Car,Midsize,79,16,1442.92,6245.44
SN58128,Oregon,Associate,Employed,Female,34948,Urban,Married,Branch,Extended,Personal,SUV,Small,130,20,1443.79,10396.53
SN63066,Nevada,Bachelor,Employed,Female,28204,Urban,Married,Branch,Basic,Personal,Luxury Car,Midsize,182,30,1532.0900000000001,7154.09
SN67992,Washington,Bachelor,Medical Leave,Female,25236,Suburban,Divorced,Call Center,Extended,Personal,Four-Door Car,Midsize,89,2,1427.2,3449.49
SN69015,California,Associate,Employed,Male,23797,Suburban,Married,Web,Extended,Personal,Four-Door Car,Midsize,81,10,1388.8,6371.32
SO18542,Oregon,Bachelor,Employed,Female,33409,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,105,4,1553.55,8370.57
SO38188,Oregon,Bachelor,Employed,Male,40178,Suburban,Married,Agent,Extended,Special,SUV,Midsize,136,7,1652.8,5308.62
SO40738,California,High School,Employed,Female,99189,Rural,Single,Web,Basic,Corporate,SUV,Midsize,117,27,1075.3,9406.38
SO42230,California,Master,Medical Leave,Female,22490,Rural,Married,Agent,Extended,Personal,Two-Door Car,Large,90,8,1088.77,7126.26
SO43919,California,Bachelor,Employed,Male,31650,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,121,25,1580.8,14228.23
SO47345,Arizona,Master,Employed,Female,56410,Urban,Married,Agent,Basic,Personal,SUV,Midsize,117,13,1524,9403.88
SO54368,Oregon,Associate,Employed,Male,58089,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,118,31,1566.4,4686.47
SO55284,Nevada,High School,Employed,Female,64125,Urban,Married,Branch,Basic,Personal,SUV,Large,108,3,1369.82,8646.5
SO57563,Arizona,Associate,Employed,Male,54878,Rural,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,96,5,1204.95,7381.91
SO95845,California,Associate,Employed,Female,62447,Rural,Single,Call Center,Basic,Personal,Two-Door Car,Midsize,74,9,1133.98,5807.66
SP56326,Arizona,High School,Medical Leave,Female,12195,Suburban,Divorced,Branch,Premium,Personal,Four-Door Car,Midsize,101,29,1670.58,7453
SP58110,California,Bachelor,Employed,Female,61469,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,63,16,1302.4,4923.18
SP80065,California,High School,Employed,Female,40032,Suburban,Married,Agent,Extended,Special,Four-Door Car,Midsize,99,18,1475.2,7899.22
SP85148,California,Master,Employed,Female,43811,Suburban,Married,Web,Basic,Personal,Sports Car,Small,117,24,1571.1399999999999,9429.63
SP93911,California,High School,Employed,Female,86721,Urban,Divorced,Agent,Premium,Corporate,Two-Door Car,Midsize,110,20,1372.59,8828.93
SP94430,California,Bachelor,Employed,Female,53330,Urban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,65,8,1224.09,7651.1
SQ14756,California,Master,Employed,Male,49008,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,61,11,1292.8,2424.69
SQ18525,Arizona,Associate,Employed,Female,26023,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,72,26,1079.46,8457.46
SQ19467,Oregon,Associate,Disabled,Female,25222,Suburban,Single,Agent,Extended,Personal,Four-Door Car,Small,90,28,1475.62,6554.22
SQ35375,Oregon,Doctoral,Employed,Female,22241,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,63,1,1343.16,5054.33
SQ36805,Oregon,Doctoral,Disabled,Female,21986,Suburban,Divorced,Branch,Basic,Personal,Two-Door Car,Midsize,63,1,1333.7,2395.57
SQ37580,Arizona,Bachelor,Employed,Female,64964,Urban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,66,9,1286.97,5219.89
SQ53118,California,Associate,Employed,Male,22355,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,71,27,1340.8,7873.71
SQ60915,Arizona,High School,Employed,Male,35970,Suburban,Divorced,Call Center,Extended,Corporate,Four-Door Car,Large,98,29,1470.4,3895.96
SQ70457,Oregon,Bachelor,Employed,Male,44719,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,66,6,1316.8,23331.83
SR24177,Nevada,Bachelor,Employed,Male,31725,Rural,Single,Agent,Extended,Personal,Two-Door Car,Midsize,76,31,1177.23,5763.27
SR26762,California,Bachelor,Employed,Female,34837,Rural,Married,Agent,Basic,Personal,Four-Door Car,Midsize,63,32,1072.83,7663.51
SR30440,California,Associate,Employed,Female,43383,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,109,7,1757.5900000000001,8649.18
SR38658,Arizona,High School,Employed,Male,43244,Suburban,Married,Agent,Basic,Personal,Sports Car,Midsize,103,15,1494.4,12231.88
SR47878,California,High School,Employed,Female,74454,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,71,25,1340.8,5595.39
SR49919,Arizona,Bachelor,Employed,Female,72540,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Midsize,88,7,1631.74,10656.88
SR53077,Nevada,High School,Employed,Female,57231,Urban,Married,Branch,Basic,Personal,Four-Door Car,Midsize,65,35,1305.12,2601.81
SR71068,Washington,High School,Employed,Male,25927,Suburban,Single,Web,Basic,Personal,SUV,Midsize,103,6,1674.97,3933.81
SS20130,Oregon,Bachelor,Employed,Female,67414,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,68,7,1148.78,5424.26
SS28002,Arizona,High School,Employed,Female,95284,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,69,6,1327.65,5603.74
SS34897,California,Bachelor,Employed,Male,63546,Rural,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,64,1,1131.81,2541.52
SS48498,Washington,Associate,Employed,Female,20836,Rural,Married,Branch,Extended,Corporate,Four-Door Car,Midsize,79,25,1193.57,6273.17
SS54050,California,Bachelor,Employed,Male,44901,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,70,15,1460.81,16005.51
SS63511,California,High School,Employed,Male,95697,Rural,Married,Agent,Basic,Corporate,Sports Car,Midsize,107,29,1178.01,8564.77
SS69401,Oregon,Associate,Employed,Female,23449,Suburban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,61,33,1292.8,4841.06
SS90882,Oregon,Associate,Employed,Female,66795,Urban,Married,Web,Basic,Personal,Four-Door Car,Midsize,64,14,1238.03,7680.75
SS95187,Arizona,Bachelor,Employed,Male,40794,Urban,Divorced,Branch,Extended,Personal,Four-Door Car,Midsize,87,6,1334.45,3343.93
ST27958,Washington,Associate,Retired,Male,10621,Suburban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,67,28,1321.6,4386.28
ST31207,California,Bachelor,Employed,Female,25134,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,67,3,1321.6,5318.9
ST43550,Oregon,Bachelor,Employed,Male,99934,Suburban,Married,Web,Basic,Special,Four-Door Car,Midsize,71,9,1460.32,5727.33
ST43920,Arizona,Doctoral,Disabled,Female,21986,Suburban,Divorced,Branch,Basic,Personal,Two-Door Car,Midsize,63,1,1333.7,2395.57
ST52914,Arizona,Associate,Employed,Male,25899,Suburban,Divorced,Branch,Extended,Personal,Two-Door Car,Midsize,79,10,1568.8,6042.91
ST65635,Arizona,Associate,Retired,Female,14030,Suburban,Married,Branch,Basic,Corporate,Two-Door Car,Large,72,11,1345.6,2719.51
SU31072,Washington,Bachelor,Employed,Male,85756,Rural,Divorced,Branch,Basic,Personal,Four-Door Car,Midsize,61,18,1117.04,4821.16
SU44811,Oregon,High School,Employed,Female,42406,Rural,Married,Call Center,Extended,Corporate,Four-Door Car,Midsize,77,15,1108.87,3055.7
SU56153,Nevada,Bachelor,Employed,Male,63568,Suburban,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,65,19,1390.79,7776.84
SU71163,Arizona,Associate,Employed,Male,59855,Suburban,Married,Branch,Basic,Personal,Two-Door Car,Midsize,74,30,1355.2,2771.66
SU86402,Arizona,High School,Disabled,Female,25876,Suburban,Married,Branch,Extended,Personal,Two-Door Car,Midsize,83,29,1398.4,6568.76
SV15363,California,High School,Employed,Male,44368,Suburban,Married,Call Center,Extended,Personal,Two-Door Car,Large,80,5,1384,6366.23
SV28347,California,High School,Employed,Male,32607,Suburban,Single,Branch,Basic,Corporate,SUV,Midsize,111,27,1532.8,8485.33
SV34223,California,Associate,Employed,Female,58317,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,73,0,1350.4,20477.11
SV38190,Nevada,Bachelor,Employed,Female,30689,Suburban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,81,23,1467.25,6481.53
SV43220,Oregon,Associate,Employed,Male,37256,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,62,15,1128.97,9816.53
SV50502,Oregon,Master,Employed,Female,79189,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,69,6,1331.2,5595.84
SV51174,Oregon,Master,Employed,Male,28935,Rural,Married,Agent,Extended,Personal,Two-Door Car,Midsize,87,24,1119.63,20631.15
SV58690,California,Bachelor,Employed,Male,41853,Rural,Single,Agent,Basic,Personal,Two-Door Car,Midsize,71,17,1155.51,5555.56
SV62436,Washington,Bachelor,Disabled,Female,13789,Suburban,Divorced,Call Center,Extended,Personal,Four-Door Car,Midsize,79,8,1379.2,3041.79
SV68939,Arizona,Master,Employed,Female,33157,Rural,Married,Agent,Extended,Personal,SUV,Midsize,124,28,1286,9988.79
SV85652,Arizona,Associate,Employed,Male,23158,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,63,4,1322.29,2454.58
SV94314,Arizona,Bachelor,Employed,Male,36898,Suburban,Married,Branch,Premium,Personal,SUV,Midsize,169,14,1811.2,13246.57
SW31412,Oregon,Associate,Employed,Female,41440,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Small,62,20,1297.6,14808.06
SW42446,California,Associate,Employed,Female,42513,Urban,Married,Agent,Extended,Corporate,Sports Car,Small,133,0,1628.21,10581.28
SW55711,Oregon,High School,Disabled,Male,23540,Suburban,Married,Branch,Premium,Corporate,Two-Door Car,Midsize,103,30,1494.4,3815.32
SW69117,Oregon,Associate,Disabled,Male,27972,Urban,Married,Call Center,Extended,Corporate,Two-Door Car,Midsize,90,13,1240.32,6966.32
SW74846,Washington,Bachelor,Employed,Female,62473,Suburban,Married,Web,Basic,Personal,Luxury SUV,Midsize,185,25,2298.85,7414.44
SW79912,Oregon,Bachelor,Employed,Male,95854,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Small,65,16,1312,2632.55
SW88021,California,Bachelor,Medical Leave,Female,12222,Suburban,Married,Agent,Basic,Corporate,Two-Door Car,Midsize,67,8,1321.6,2461.8
SW93780,Arizona,Master,Retired,Male,24182,Suburban,Divorced,Web,Basic,Personal,Four-Door Car,Large,66,12,1316.8,2398.74
SW94040,Oregon,Associate,Employed,Female,21326,Suburban,Divorced,Agent,Extended,Personal,Four-Door Car,Midsize,99,22,1632.77,7756.17
SW96063,Arizona,Bachelor,Employed,Female,78435,Urban,Divorced,Call Center,Extended,Personal,SUV,Midsize,130,11,1553.6100000000001,10479.9
SW98498,California,Associate,Employed,Male,88233,Urban,Single,Call Center,Extended,Personal,Four-Door Car,Midsize,88,32,1253.06,10439.5
SX18141,Arizona,High School,Employed,Female,50320,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,73,24,1297.74,5846.52
SX20211,Oregon,Associate,Employed,Male,52548,Suburban,Married,Call Center,Premium,Personal,Four-Door Car,Midsize,101,10,1587.5,8110.31
SX25962,Arizona,Associate,Employed,Male,83283,Rural,Single,Branch,Basic,Personal,Luxury Car,Midsize,193,11,1273.7,15055.54
SX26335,Oregon,Associate,Employed,Female,97732,Urban,Married,Branch,Extended,Personal,Four-Door Car,Midsize,79,0,1289.91,9552.93
SX29898,California,Bachelor,Employed,Female,54751,Suburban,Married,Agent,Basic,Personal,SUV,Midsize,114,6,1721.24,9111.76
SX50964,Arizona,Bachelor,Employed,Female,83389,Urban,Married,Branch,Basic,Corporate,Two-Door Car,Small,65,5,1209.26,5224.33
SX63814,Arizona,High School,Employed,Male,75986,Rural,Married,Call Center,Premium,Personal,Four-Door Car,Midsize,115,11,1089.12,9312.59
SX65826,Arizona,Bachelor,Employed,Male,36431,Suburban,Married,Agent,Extended,Personal,Two-Door Car,Small,99,27,1513.25,11760.88
SX75100,Arizona,Bachelor,Employed,Male,79065,Urban,Married,Web,Basic,Corporate,Four-Door Car,Midsize,69,13,1290.8899999999999,2760.48
SX85653,Arizona,Doctoral,Employed,Female,85609,Suburban,Married,Agent,Extended,Personal,SUV,Midsize,136,22,1652.8,5522.52
SX95355,Oregon,Bachelor,Employed,Female,67511,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,73,3,1350.4,5849.49
SX98462,Oregon,Associate,Disabled,Male,16916,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,64,31,1377.51,7155.34
SY17488,Arizona,Associate,Employed,Female,46623,Suburban,Divorced,Call Center,Extended,Corporate,Four-Door Car,Small,91,1,1436.8,7164.4
SY22123,California,Associate,Medical Leave,Female,29539,Suburban,Single,Agent,Extended,Personal,Four-Door Car,Midsize,85,20,1408,6300.44
SY28542,Nevada,Bachelor,Employed,Female,59940,Urban,Single,Web,Extended,Personal,Four-Door Car,Midsize,94,17,1303.1,7412.14
SY36127,California,Master,Employed,Female,33462,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,72,12,1112.43,2874.09
SY46862,Arizona,High School,Employed,Male,98917,Rural,Married,Agent,Extended,Corporate,Sports Car,Midsize,139,18,1336.6100000000001,5657.69
SY48471,California,High School,Employed,Female,88692,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,64,29,1253.19,5163.84
SY66568,Oregon,Associate,Employed,Female,55338,Suburban,Married,Branch,Premium,Corporate,Two-Door Car,Midsize,116,25,1556.8,9415.53
SY81273,Oregon,High School,Employed,Male,55269,Suburban,Divorced,Agent,Basic,Personal,Two-Door Car,Midsize,71,32,1340.8,16798.86
SY93381,California,Associate,Employed,Female,30694,Suburban,Married,Agent,Extended,Personal,Four-Door Car,Small,91,22,1436.8,3596.83
SZ16483,Arizona,High School,Employed,Female,79583,Suburban,Married,Agent,Premium,Personal,Four-Door Car,Midsize,109,12,1523.2,4361.37
SZ17657,Oregon,Associate,Employed,Female,67840,Rural,Married,Web,Basic,Personal,SUV,Small,112,34,1083.24,9012.92
SZ35936,Oregon,High School,Disabled,Female,18495,Suburban,Married,Branch,Basic,Corporate,SUV,Large,113,10,1542.4,26197.41
SZ37147,California,Bachelor,Employed,Male,41005,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,70,22,1336,2719.85
SZ56338,Oregon,High School,Employed,Female,37995,Suburban,Married,Branch,Extended,Personal,SUV,Midsize,139,16,1667.2,5597.12
SZ60342,Arizona,Associate,Employed,Male,51071,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Small,65,17,1312,5148.65
SZ61347,California,Associate,Employed,Male,76927,Rural,Married,Branch,Extended,Personal,SUV,Midsize,138,2,1114.74,5583.58
SZ61563,California,Bachelor,Employed,Male,70908,Urban,Divorced,Call Center,Extended,Personal,SUV,Midsize,132,0,1521.44,36632.53
SZ64974,Arizona,Doctoral,Employed,Male,77025,Suburban,Single,Agent,Basic,Personal,Two-Door Car,Midsize,64,18,1380.92,5104.35
SZ75668,Oregon,Associate,Employed,Male,44186,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,64,9,1295.05,7474.61
SZ86381,Oregon,Bachelor,Employed,Male,56587,Suburban,Divorced,Web,Basic,Personal,Four-Door Car,Midsize,65,4,1312,5112.57
SZ94413,California,High School,Employed,Male,30706,Urban,Married,Agent,Extended,Personal,Four-Door Car,Midsize,84,6,1225.65,3286.44
TA22923,Arizona,Master,Employed,Male,40463,Suburban,Married,Branch,Basic,Personal,Four-Door Car,Small,61,17,1292.8,4944.24
TA31436,California,Bachelor,Employed,Female,36737,Suburban,Married,Agent,Basic,Corporate,Sports Car,Large,102,13,1512.8600000000001,8132.7
TA34903,Oregon,High School,Employed,Male,81082,Urban,Married,Agent,Basic,Personal,Four-Door Car,Large,73,5,1281.3,5838.9
TA35356,California,Associate,Employed,Female,86054,Rural,Married,Branch,Extended,Personal,Luxury Car,Midsize,239,12,1115.17,9664.33
TA66375,Oregon,Bachelor,Employed,Female,51643,Suburban,Single,Agent,Premium,Corporate,Luxury Car,Midsize,283,16,2358.4,11009.13
TA75663,California,Master,Employed,Female,38702,Rural,Married,Web,Basic,Personal,SUV,Large,101,7,1253.3600000000001,8024.99
TA77711,Oregon,Associate,Employed,Male,31354,Suburban,Married,Branch,Basic,Personal,SUV,Small,109,11,1527.76,8667.09
TA82973,Oregon,High School,Employed,Female,28937,Rural,Divorced,Call Center,Basic,Personal,SUV,Midsize,104,28,1117.96,7858.11
TB17648,Arizona,Associate,Employed,Male,39718,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,65,1,1366.53,2515.41
TB31268,Arizona,Associate,Employed,Female,48990,Suburban,Married,Web,Basic,Personal,Four-Door Car,Midsize,74,3,1355.2,8804.54
TB46243,Arizona,High School,Employed,Male,88294,Urban,Married,Call Center,Basic,Personal,SUV,Small,108,0,1367.15,8693.65
TB53616,California,High School,Retired,Male,20228,Suburban,Divorced,Branch,Basic,Personal,SUV,Midsize,101,3,1523.8200000000002,10408.97
TB54645,Oregon,Bachelor,Disabled,Female,27369,Urban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,77,13,1331.94,3033.41
TC18240,Oregon,Associate,Employed,Male,67890,Urban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,63,23,1174.09,5020.47
TC18805,Washington,Bachelor,Disabled,Male,13207,Urban,Married,Agent,Extended,Personal,SUV,Midsize,137,16,1392.92,9939.26
TC44716,California,Bachelor,Retired,Male,23909,Suburban,Single,Agent,Basic,Personal,SUV,Midsize,119,21,1571.2,21569.34
TC69546,Arizona,Associate,Employed,Male,70341,Rural,Married,Branch,Premium,Personal,SUV,Midsize,179,11,1253.51,14376.55
TC78849,Oregon,Bachelor,Employed,Male,24825,Rural,Married,Branch,Basic,Personal,Two-Door Car,Midsize,64,34,1155.94,2497.46
TC82133,Oregon,Bachelor,Employed,Male,66844,Rural,Married,Branch,Basic,Personal,Four-Door Car,Midsize,70,11,1104.98,5375.82
TC84427,Oregon,High School,Employed,Female,61080,Urban,Single,Call Center,Basic,Personal,Four-Door Car,Midsize,66,7,1294.28,5049.69
TC88451,Nevada,High School,Employed,Female,88055,Urban,Married,Call Center,Basic,Personal,Four-Door Car,Midsize,71,11,1337.73,5738.28
TC97762,California,High School,Employed,Female,52275,Suburban,Married,Branch,Basic,Corporate,Four-Door Car,Midsize,62,6,1374.24,4982.68
TC99043,California,Master,Disabled,Female,16181,Suburban,Divorced,Web,Premium,Personal,SUV,Midsize,181,22,2261.3199999999997,13736.13
TD19026,California,High School,Employed,Female,90083,Urban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,71,23,1181.69,2861.72
TD20252,Arizona,Associate,Employed,Male,74092,Suburban,Married,Agent,Basic,Personal,Four-Door Car,Midsize,67,17,1321.6,5317.81
TD51026,Arizona,Bachelor,Medical Leave,Male,13154,Suburban,Married,Branch,Basic,Personal,SUV,Midsize,102,0,1489.6,7714.6
TD86744,Arizona,High School,Employed,Female,20090,Suburban,Married,Agent,Basic,Personal,Sports Car,Midsize,109,10,1523.2,34611.38
TD90177,Oregon,Associate,Employed,Male,37876,Urban,Single,Agent,Basic,Personal,Four-Door Car,Midsize,69,13,1300.06,2647.52
TD90906,Oregon,High School,Employed,Female,93715,Suburban,Married,Web,Basic,Personal,Four-Door Car,Small,74,12,1532.8,6044.02
TD97297,Oregon,Bachelor,Employed,Male,35456,Urban,Married,Agent,Basic,Personal,Sports Car,Midsize,109,14,1505.08,8545.61
TE11374,California,Bachelor,Disabled,Female,24982,Suburban,Married,Web,Basic,Personal,SUV,Midsize,109,20,1523.2,7613.05
TE31876,California,High School,Employed,Female,41004,Suburban,Married,Call Center,Basic,Personal,Sports Car,Large,102,15,1489.6,11814.53
TE35954,Arizona,Associate,Employed,Male,56342,Suburban,Single,Call Center,Basic,Personal,Four-Door Car,Small,69,12,1331.2,2674.73
TE44937,Oregon,High School,Disabled,Female,11432,Suburban,Married,Agent,Basic,Personal,SUV,Small,119,11,1571.2,13466.92
TE49565,Oregon,Associate,Disabled,Female,16552,Suburban,Married,Call Center,Basic,Personal,SUV,Small,103,23,1494.4,11833.77
TE60343,Oregon,High School,Employed,Male,25746,Suburban,Married,Agent,Basic,Corporate,Four-Door Car,Midsize,61,0,1292.8,4716.26
TF23305,Arizona,Associate,Employed,Female,51950,Suburban,Married,Web,Extended,Personal,Two-Door Car,Large,89,34,1429.17,3574.99
TF35512,Oregon,Associate,Employed,Female,48117,Suburban,Married,Agent,Extended,Corporate,Four-Door Car,Midsize,88,4,1422.4,7025.65
TF53472,Oregon,Bachelor,Employed,Female,41336,Urban,Divorced,Agent,Basic,Personal,Four-Door Car,Midsize,68,33,1263.09,5350.21
TF56202,California,Associate,Employed,Male,66367,Suburban,Divorced,Call Center,Basic,Personal,Two-Door Car,Small,64,6,1307.2,5032.17
TF64196,California,Associate,Employed,Female,75121,Rural,Married,Call Center,Basic,Corporate,Two-Door Car,Small,73,12,1171.23,5862.8
TF65501,California,High School,Employed,Female,37308,Suburban,Married,Web,Basic,Personal,SUV,Midsize,115,2,1552,4601.91
TF67147,Oregon,Bachelor,Retired,Female,24910,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Midsize,63,7,1347.8600000000001,2248.45
TF68928,Arizona,Bachelor,Disabled,Male,10517,Urban,Single,Agent,Extended,Personal,Four-Door Car,Midsize,92,14,1441.54,6575.54
TF77410,Arizona,Associate,Employed,Male,74730,Suburban,Single,Branch,Basic,Personal,Four-Door Car,Small,61,18,1421.24,4819.18
TF80571,California,High School,Employed,Male,28792,Suburban,Single,Web,Premium,Corporate,Sports Car,Small,185,34,2166.6,6612.62
TF82172,Arizona,Associate,Medical Leave,Male,10074,Rural,Married,Web,Basic,Corporate,SUV,Midsize,107,33,1109,4016.13
TG36139,California,High School,Disabled,Female,21720,Suburban,Single,Branch,Extended,Corporate,SUV,Midsize,128,5,1837.9099999999999,4679.98
TG37225,California,Associate,Retired,Male,26802,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Midsize,66,7,1316.8,4636.55
TG37259,California,Master,Employed,Male,28989,Suburban,Married,Call Center,Extended,Personal,Four-Door Car,Midsize,85,12,1408,3373.87
TG40558,Oregon,High School,Employed,Male,60969,Rural,Married,Web,Basic,Corporate,Four-Door Car,Midsize,61,9,1146.12,7258.99
TG68823,Arizona,Bachelor,Employed,Female,25134,Suburban,Married,Call Center,Basic,Personal,Four-Door Car,Small,67,3,1321.6,5318.9
TG69238,Oregon,Bachelor,Employed,Female,72845,Urban,Married,Call Center,Basic,Personal,SUV,Small,108,13,1463,13158.37
TG70775,California,High School,Employed,Female,92766,Suburban,Married,Agent,Basic,Personal,Two-Door Car,Large,71,17,1379.03,20096.89
TG75223,California,Bachelor,Retired,Male,21004,Suburban,Single,Call Center,Basic,Personal,Two-Door Car,Midsize,62,27,1297.6,4312.87
TG97744,Oregon,Bachelor,Employed,Female,25820,Suburban,Divorced,Agent,Extended,Corporate,Four-Door Car,Midsize,82,10,1393.6,3265.16
TH59993,California,Associate,Employed,Female,40982,Rural,Married,Web,Basic,Corporate,Four-Door Car,Midsize,62,6,1106.67,2464.51
