movie_title,title_year,main_genre,duration,content_rating,Rate,imdb_score,budget,Profit,num_critic_for_reviews,num_user_for_reviews,num_voted_users,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes
Before Midnight,2013,Drama,109.0,R,High,7.9,3000000,5114507,405.0,270.0,95362,62000,0,140,63.0
Willy Wonka & the Chocolate Factory,1971,Family,89.0,G,High,7.8,3000000,1000000,104.0,349.0,128334,0,21,240,177.0
Frances Ha,2012,Comedy,86.0,R,High,7.4,3000000,1063238,345.0,139.0,43982,11000,387,962,481.0
Dave Chappelle's Block Party,2005,Comedy,100.0,R,High,7.2,3000000,8694528,114.0,72.0,7721,635,1000,989,744.0
Love's Abiding Joy,2006,Drama,87.0,PG,High,7.2,3000000,-2747274,5.0,18.0,1289,76,84,702,366.0
Real Women Have Curves,2002,Comedy,90.0,PG-13,High,7.0,3000000,2844929,75.0,109.0,6000,595,15,953,625.0
Woman Thou Art Loosed,2004,Drama,94.0,R,High,6.9,3000000,3879730,17.0,23.0,806,187,78,912,637.0
Freeway,1996,Comedy,102.0,R,High,6.9,3000000,-2704507,65.0,196.0,22246,0,9,904,281.0
Sinister,2012,Horror,110.0,R,High,6.8,3000000,45056940,411.0,524.0,155153,58000,301,1000,419.0
Just Looking,1999,Comedy,97.0,R,High,6.7,3000000,-2960148,20.0,25.0,1238,117,700,599,325.0
The Original Kings of Comedy,2000,Comedy,115.0,R,Average,6.6,3000000,35168022,53.0,83.0,4687,290,0,1000,436.0
Krush Groove,1985,Comedy,97.0,R,Average,6.6,3000000,8052713,7.0,16.0,1361,889,78,685,178.0
Please Give,2010,Comedy,90.0,R,Average,6.6,3000000,1033268,133.0,53.0,9808,0,132,1000,864.0
DysFunktional Family,2003,Comedy,89.0,R,Average,6.6,3000000,-776010,23.0,14.0,761,26,269,489,26.0
Phantasm II,1988,Action,97.0,R,Average,6.5,3000000,4282851,81.0,100.0,9502,812,152,674,174.0
The Deported,2009,Comedy,90.0,PG-13,Average,6.2,3000000,-3000000,,1.0,62,54,66,1000,975.0
Chicago Overcoat,2009,Action,94.0,R,Average,6.2,3000000,-3000000,11.0,14.0,706,229,0,854,602.0
Beneath the Planet of the Apes,1970,Action,95.0,G,Average,6.1,3000000,14489009,78.0,150.0,32378,0,57,220,162.0
Next Day Air,2009,Action,84.0,R,Average,5.9,3000000,7017041,49.0,20.0,8265,545,23,1000,927.0
Fort McCoy,2011,Drama,100.0,R,Average,5.9,3000000,-2926322,8.0,8.0,266,348,27,1000,902.0
Tanner Hall,2009,Drama,96.0,R,Average,5.9,3000000,-2994995,21.0,14.0,2280,448,15,433,396.0
Barry Munday,2010,Comedy,95.0,R,Average,5.9,3000000,-3000000,34.0,20.0,3443,480,7,2000,536.0
Never Back Down 2: The Beatdown,2011,Action,90.0,R,Average,5.8,3000000,-3000000,23.0,30.0,13599,6000,2000,2000,606.0
Paranormal Activity 2,2010,Horror,98.0,R,Average,5.7,3000000,81749884,264.0,359.0,82133,14000,21,438,332.0
The Purge,2013,Horror,85.0,R,Average,5.7,3000000,61423650,361.0,578.0,139329,31000,65,942,810.0
Damsels in Distress,2011,Comedy,99.0,PG-13,Average,5.7,3000000,-1992465,152.0,54.0,7625,0,89,962,476.0
They Came Together,2014,Comedy,83.0,R,Average,5.5,3000000,-2917220,98.0,85.0,16987,0,136,3000,1000.0
Martin Lawrence Live: Runteldat,2002,Biography,113.0,R,Average,5.4,3000000,16184015,24.0,35.0,1466,63,9,71,65.0
Tusk,2014,Comedy,102.0,R,Average,5.4,3000000,-1178017,254.0,261.0,31089,20000,0,40000,3000.0
Spaced Invaders,1990,Adventure,100.0,PG,Average,5.3,3000000,12369573,16.0,54.0,2580,710,32,610,232.0
Warlock: The Armageddon,1993,Fantasy,98.0,R,Average,5.3,3000000,902679,22.0,49.0,3943,217,16,687,233.0
8 Heads in a Duffel Bag,1997,Comedy,95.0,R,Average,5.3,3000000,559990,30.0,49.0,8005,417,45,578,341.0
Bachelorette,2012,Comedy,87.0,R,Average,5.3,3000000,-2581732,156.0,129.0,37156,0,21,4000,3000.0
Tim and Eric's Billion Dollar Movie,2012,Comedy,93.0,R,Average,5.3,3000000,-2799197,82.0,71.0,7988,0,78,536,317.0
Demonic,2015,Horror,83.0,R,Average,5.3,3000000,1668109,58.0,39.0,7358,0,8,798,634.0
Trippin',1999,Comedy,94.0,R,Average,5.2,3000000,6016377,16.0,8.0,1004,143,9,927,209.0
Air Bud,1997,Comedy,98.0,PG,Average,5.1,3000000,21629916,35.0,34.0,12942,902,188,2000,970.0
Something Wicked,2014,Drama,95.0,R,Average,4.8,3000000,-3000000,7.0,15.0,976,395,39,1000,747.0
Whipped,2000,Comedy,82.0,R,Average,4.4,3000000,1142507,48.0,81.0,3665,131,0,472,324.0
Unnatural,2015,Action,89.0,R,Average,4.0,3000000,-3000000,14.0,17.0,859,369,6,679,234.0
AWOL-72,2015,Thriller,82.0,R,Average,3.9,3000000,-3000000,6.0,8.0,520,398,9,904,779.0
Friday the 13th Part III,1982,Horror,91.0,R,Average,5.7,4000000,32200000,235.0,372.0,31952,0,49,72,31.0
My Big Fat Independent Movie,2005,Comedy,80.0,R,Low,3.3,3000000,-2995345,14.0,24.0,1257,48,0,231,27.0
Teen Wolf Too,1987,Comedy,95.0,PG,Low,3.2,3000000,4888703,29.0,65.0,8465,491,4,641,168.0
Phat Girlz,2006,Comedy,99.0,PG-13,Low,3.0,3000000,4059537,37.0,101.0,8279,837,18,939,407.0
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,2013,Comedy,80.0,R,Low,2.6,3000000,-3000000,29.0,13.0,2978,2000,19,319,302.0
Young Frankenstein,1974,Comedy,106.0,PG,High,8.0,2800000,83500000,129.0,315.0,112671,14000,0,1000,595.0
Friday the 13th Part VII: The New Blood,1988,Horror,88.0,R,Average,5.3,2800000,16370001,110.0,270.0,21359,0,152,935,448.0
The Black Stallion,1979,Adventure,118.0,G,High,7.4,2700000,35099643,33.0,90.0,8856,0,19,481,81.0
Ulee's Gold,1997,Drama,113.0,R,High,7.1,2700000,6354736,61.0,57.0,5744,381,9,402,222.0
Riding Giants,2004,Documentary,105.0,PG-13,High,7.9,2600000,-323632,74.0,37.0,3849,0,147,52,52.0
Blazing Saddles,1974,Comedy,93.0,R,High,7.8,2600000,116900000,121.0,363.0,95294,12000,0,1000,1000.0
Timber Falls,2007,Horror,100.0,R,Average,5.3,2600000,-2528752,66.0,47.0,5012,254,6,331,272.0
Before Sunrise,1995,Drama,105.0,R,High,8.1,2500000,2900000,121.0,395.0,183288,22000,0,15,12.0
Fantastic 4: Rise of the Silver Surfer,2007,Action,92.0,PG,Average,5.6,130000000,1920333,262.0,436.0,213275,0,167,11000,2000.0
Religulous,2008,Comedy,101.0,R,High,7.7,2500000,10495673,197.0,345.0,52286,24000,119,334,4.0
Garden State,2004,Comedy,102.0,R,High,7.6,2500000,24281723,205.0,978.0,187595,0,0,625,379.0
Saving Face,2004,Comedy,96.0,R,High,7.6,2500000,-1313677,54.0,84.0,7776,774,13,643,265.0
My Own Private Idaho,1991,Drama,104.0,R,High,7.1,2500000,3901336,63.0,153.0,36996,0,835,18000,595.0
Robot & Frank,2012,Comedy,89.0,PG-13,High,7.1,2500000,825638,252.0,84.0,52509,13000,14,902,291.0
The Spectacular Now,2013,Comedy,95.0,R,High,7.1,2500000,4351969,220.0,178.0,105591,10000,53,8000,1000.0
8: The Mormon Proposition,2010,Documentary,80.0,R,High,7.1,2500000,-2400149,28.0,30.0,1138,0,0,191,12.0
Jesus' Son,1999,Drama,107.0,R,High,7.0,2500000,-1217916,74.0,87.0,6221,500,7,745,632.0
8 Days,2014,Drama,90.0,PG-13,High,6.9,2500000,-2500000,,3.0,44,224,37,210,0.0
Super,2010,Comedy,96.0,R,High,6.8,2500000,-2177843,238.0,203.0,61787,19000,571,2000,973.0
Kevin Hart: Let Me Explain,2013,Comedy,75.0,R,High,6.7,2500000,29730907,26.0,30.0,6062,0,15,1000,309.0
Legends of Oz: Dorothy's Return,2013,Adventure,88.0,PG,Average,5.6,70000000,-61539010,51.0,54.0,5116,5000,6,2000,1000.0
Escape from the Planet of the Apes,1971,Action,98.0,G,Average,6.3,2500000,9800000,74.0,92.0,23546,819,11,595,521.0
Sleep Dealer,2008,Drama,90.0,PG-13,Average,5.9,2500000,-2424273,47.0,40.0,5699,0,8,426,399.0
The Calling,2014,Thriller,108.0,R,Average,5.8,2500000,-2500000,48.0,28.0,6025,0,14,2000,1000.0
Eye of the Dolphin,2006,Comedy,100.0,PG-13,Average,5.7,2500000,-2428096,18.0,18.0,806,140,0,640,261.0
A Haunted House,2013,Comedy,86.0,R,Average,5.1,2500000,37541683,129.0,107.0,34620,0,89,713,584.0
Go for It!,2011,Drama,105.0,PG-13,Average,3.9,2450000,-2271261,8.0,10.0,1015,566,29,847,618.0
Get on the Bus,1996,Drama,120.0,R,High,6.8,2400000,3331103,28.0,35.0,4100,352,0,1000,748.0
Idiocracy,2006,Adventure,84.0,R,Average,6.6,2400000,-1961347,121.0,434.0,108052,79000,406,586,497.0
"Dancer, Texas Pop. 81",1998,Comedy,97.0,PG,High,6.8,2300000,-1734408,15.0,63.0,2189,500,23,982,599.0
Redemption Road,2010,Drama,95.0,PG-13,Average,5.9,2300000,-2272988,12.0,9.0,440,279,535,1000,646.0
Do You Believe?,2015,Drama,120.0,PG-13,Average,5.9,2300000,10685267,11.0,63.0,4977,13000,16,2000,848.0
Kicking & Screaming,2005,Comedy,95.0,PG,Average,5.6,45000000,7580895,94.0,118.0,30255,743,58,14000,8000.0
The Toxic Avenger Part II,1989,Action,96.0,R,Average,5.1,2300000,-1507034,49.0,40.0,4663,321,6,40,30.0
Fantasia,1940,Animation,120.0,G,High,7.8,2280000,74120000,99.0,230.0,71321,3000,11,16,0.0
The Last Sin Eater,2007,Drama,117.0,PG-13,Average,5.9,2200000,-1820357,18.0,29.0,1573,285,84,861,425.0
Impact Point,2008,Thriller,90.0,R,Average,4.3,2200000,-2200000,11.0,9.0,1118,77,0,676,399.0
Mi America,2015,Crime,125.0,R,High,7.2,2100000,-2096670,4.0,1.0,22,305,7,128,22.0
Bully,2001,Biography,115.0,R,High,7.0,2100000,-1589908,76.0,336.0,29424,0,184,730,648.0
Inside Job,2010,Crime,105.0,PG-13,High,8.3,2000000,2311834,171.0,129.0,55382,63000,117,13000,125.0
Boys Don't Cry,1999,Biography,118.0,R,High,7.6,2000000,9533945,123.0,434.0,77551,0,108,173,148.0
American Splendor,2003,Biography,101.0,R,High,7.5,2000000,4003587,180.0,226.0,41999,0,30,14000,119.0
Me and You and Everyone We Know,2005,Comedy,91.0,R,High,7.4,2000000,1885134,151.0,243.0,31130,0,244,538,363.0
Sleeper,1973,Comedy,89.0,PG,High,7.3,2000000,16344729,66.0,128.0,33335,0,11000,11000,66.0
Dinner Rush,2000,Crime,99.0,R,High,7.3,2000000,-1890000,39.0,73.0,4359,495,34,388,159.0
Winter's Bone,2010,Drama,100.0,R,High,7.2,2000000,4531491,365.0,297.0,111658,20000,81,34000,248.0
Courageous,2011,Drama,129.0,PG-13,High,7.0,2000000,32522221,34.0,175.0,15401,10000,589,690,589.0
Harsh Times,2005,Action,116.0,R,High,7.0,2000000,1335839,118.0,222.0,54657,0,453,24000,23000.0
It Follows,2014,Horror,100.0,R,High,6.9,2000000,12673301,533.0,631.0,112899,45000,421,314,189.0
The Diary of a Teenage Girl,2015,Drama,102.0,R,High,6.9,2000000,-522998,168.0,72.0,16645,0,22,10000,1000.0
Inside Deep Throat,2005,Biography,89.0,NC-17,High,6.8,2000000,-1346379,123.0,64.0,5615,592,13,373,334.0
Six-String Samurai,1998,Action,91.0,PG-13,High,6.7,2000000,-1875506,51.0,102.0,5613,0,4,33,3.0
Sherrybaby,2006,Drama,96.0,R,Average,6.6,2000000,-1801593,78.0,78.0,10282,474,38,363,223.0
Meek's Cutoff,2010,Drama,104.0,PG,Average,6.5,2000000,-1022400,200.0,98.0,8204,0,129,991,962.0
Small Apartments,2012,Comedy,96.0,R,Average,6.1,2000000,-2000000,33.0,26.0,5732,0,68,2000,811.0
The Last Five Years,2014,Comedy,94.0,PG-13,Average,5.9,2000000,-1862055,81.0,40.0,6223,0,98,10000,773.0
Straight A's,2013,Comedy,91.0,R,Average,5.7,2000000,-2000000,12.0,20.0,3605,0,10,924,472.0
Nine Dead,2010,Crime,83.0,R,Average,5.5,2000000,-2000000,25.0,64.0,9280,0,0,413,167.0
Teeth,2007,Comedy,94.0,R,Average,5.4,2000000,-1652422,221.0,161.0,34556,17000,53,386,357.0
Plush,2013,Thriller,99.0,R,Average,5.4,2000000,-1997157,18.0,24.0,2895,604,308,638,449.0
Captive,2015,Crime,97.0,PG-13,Average,5.3,2000000,557668,39.0,22.0,3911,0,5,1000,426.0
No Man's Land: The Rise of Reeker,2008,Horror,88.0,R,Average,4.9,2000000,-2000000,21.0,31.0,2701,153,0,633,597.0
Full Frontal,2002,Comedy,101.0,R,Average,4.7,2000000,506446,108.0,172.0,8662,134,0,8000,724.0
Rockaway,2007,Action,90.0,R,Average,4.6,2000000,-2000000,8.0,6.0,355,44,5,601,453.0
The Legend of Hell's Gate: An American Conspiracy,2011,Action,108.0,PG-13,Average,4.4,2000000,-2000000,2.0,14.0,583,651,531,10000,1000.0
Wind Walkers,2015,Action,93.0,R,Average,3.6,2000000,-2000000,27.0,2.0,133,135,9,708,571.0
"The Book of Mormon Movie, Volume 1: The Journey",2003,Adventure,120.0,PG-13,Low,3.3,2000000,-901776,7.0,30.0,397,32,0,178,69.0
Brotherly Love,2015,Drama,89.0,R,High,7.2,1900000,-1455956,10.0,19.0,744,1000,47,628,606.0
River's Edge,1986,Crime,99.0,R,High,7.1,1900000,2700000,45.0,111.0,11763,0,28,18000,1000.0
Northfork,2003,Drama,103.0,PG-13,Average,6.4,1900000,-479422,60.0,122.0,4894,298,35,548,495.0
A Streetcar Named Desire,1951,Drama,125.0,PG,High,8.0,1800000,6200000,94.0,233.0,78454,5000,603,10000,416.0
Beasts of the Southern Wild,2012,Drama,93.0,PG-13,High,7.3,1800000,10984397,663.0,269.0,70336,31000,188,2000,458.0
Songcatcher,2000,Drama,109.0,PG-13,High,7.3,1800000,1250934,39.0,78.0,2794,0,9,767,380.0
Higher Ground,2011,Drama,109.0,R,Average,6.3,1800000,-958794,68.0,34.0,2603,952,0,553,471.0
Ed and His Dead Mother,1993,Comedy,93.0,PG-13,Average,6.1,1800000,-1799327,13.0,17.0,1435,266,0,12000,580.0
Battle for the Planet of the Apes,1973,Action,96.0,G,Average,5.5,1800000,7000000,62.0,91.0,22764,511,88,595,356.0
Sublime,2007,Horror,113.0,R,Average,5.3,1800000,-1800000,53.0,103.0,6267,368,15,647,642.0
A Thin Line Between Love and Hate,1996,Comedy,108.0,R,Average,5.6,8000000,26746109,11.0,14.0,3122,559,0,585,434.0
Living Dark: The Story of Ted the Caver,2013,Horror,112.0,PG-13,Average,6.3,1750000,-1750000,1.0,1.0,28,73,0,86,42.0
In the Bedroom,2001,Crime,138.0,R,High,7.5,1700000,34218429,179.0,510.0,32415,951,143,1000,874.0
"Happy, Texas",1999,Comedy,98.0,PG-13,Average,6.3,1700000,243649,77.0,122.0,8697,374,3,349,347.0
Conquest of the Planet of the Apes,1972,Action,88.0,PG,Average,6.1,1700000,8000000,80.0,95.0,23268,794,88,595,70.0
Grace Unplugged,2013,Drama,102.0,PG,Average,6.1,1700000,807106,15.0,21.0,2561,0,11,651,611.0
The Conversation,1974,Drama,113.0,PG,High,7.9,1600000,2820000,149.0,313.0,74651,6000,0,11000,481.0
Out of the Dark,2014,Horror,92.0,R,Average,4.7,1600000,-1180572,40.0,18.0,2621,844,0,327,51.0
N-Secure,2010,Crime,,R,Average,3.5,1600000,992808,5.0,15.0,548,588,8,713,607.0
Modern Times,1936,Comedy,87.0,G,High,8.6,1500000,-1336755,120.0,211.0,143086,0,0,309,8.0
Buffalo '66,1998,Comedy,110.0,R,High,7.5,1500000,865931,106.0,318.0,36657,0,787,1000,787.0
The Squid and the Whale,2005,Comedy,88.0,R,High,7.4,1500000,5862100,110.0,232.0,60295,0,387,436,25.0
The Believer,2001,Drama,98.0,R,High,7.2,1500000,-1093965,84.0,159.0,30314,0,21,33000,243.0
Repo Man,1984,Comedy,92.0,R,High,6.9,1500000,800000,131.0,148.0,25332,0,92,752,324.0
Snow Angels,2007,Drama,107.0,R,High,6.9,1500000,-1097180,88.0,57.0,10896,415,234,947,530.0
Insidious,2010,Fantasy,103.0,PG-13,High,6.8,1500000,52491137,445.0,752.0,202800,60000,0,852,618.0
The Ballad of Jack and Rose,2005,Drama,112.0,R,High,6.7,1500000,-787706,75.0,68.0,9408,608,58,552,265.0
Mooz-Lum,2010,Drama,94.0,PG-13,High,6.7,1500000,-1127761,8.0,14.0,919,0,13,1000,826.0
The Twilight Saga: Breaking Dawn - Part 2,2012,Adventure,115.0,PG-13,Average,5.5,120000000,172298923,322.0,329.0,185394,65000,386,21000,17000.0
Session 9,2001,Horror,100.0,R,Average,6.5,1500000,-1126033,127.0,481.0,43839,0,122,210,148.0
Stolen Summer,2002,Drama,91.0,PG,Average,6.5,1500000,-1380159,31.0,55.0,2419,304,18,954,767.0
My Name Is Bruce,2007,Comedy,84.0,R,Average,6.3,1500000,-1326934,100.0,88.0,21379,0,0,634,328.0
Once Upon a Time in Queens,2013,Comedy,98.0,R,Average,6.3,1500000,-1500000,9.0,7.0,291,283,11,979,975.0
I Want Someone to Eat Cheese With,2006,Comedy,80.0,R,Average,6.2,1500000,-1305432,32.0,28.0,2963,0,522,813,522.0
Lara Croft Tomb Raider: The Cradle of Life,2003,Action,117.0,PG-13,Average,5.5,95000000,-29346242,157.0,316.0,102747,0,101,18000,11000.0
Forty Shades of Blue,2005,Drama,108.0,R,Average,6.0,1500000,-1327431,39.0,26.0,1134,216,60,826,189.0
The To Do List,2013,Comedy,104.0,R,Average,5.8,1500000,1947339,97.0,79.0,29517,0,38,801,727.0
Hatchet,2006,Comedy,93.0,R,Average,5.7,1500000,-1259604,229.0,235.0,23349,0,134,936,935.0
Unsullied,2014,Action,93.0,R,Average,5.5,1500000,-989043,6.0,3.0,95,307,6,393,191.0
The Salon,2005,Comedy,90.0,PG-13,Average,4.3,1500000,-1407638,14.0,5.0,444,68,7,890,597.0
House at the End of the Drive,2014,Horror,91.0,R,High,6.9,1400000,-1400000,4.0,6.0,330,223,58,847,147.0
Trees Lounge,1996,Comedy,95.0,R,High,7.2,1300000,-604771,43.0,65.0,11369,872,12000,12000,680.0
The Basket,1999,Drama,105.0,PG,Average,6.5,1300000,-690958,14.0,38.0,449,117,7,2000,783.0
_on Flux,2005,Action,93.0,PG-13,Average,5.5,62000000,-36142013,178.0,532.0,110614,0,45,9000,460.0
Forget Me Not,2009,Horror,103.0,R,Average,5.2,1300000,-1286535,24.0,38.0,4866,969,0,35000,516.0
Friday the 13th Part 2,1981,Horror,87.0,R,Average,6.1,1250000,17850000,242.0,394.0,39690,0,49,309,121.0
C.H.U.D.,1984,Horror,96.0,R,Average,5.5,1250000,3450000,77.0,88.0,7528,0,4,796,697.0
Reservoir Dogs,1992,Crime,99.0,R,High,8.4,1200000,1612029,173.0,931.0,664719,19000,16000,16000,12000.0
Saw,2004,Horror,103.0,R,High,7.7,1200000,53953403,287.0,1509.0,299127,0,0,2000,878.0
You Can Count on Me,2000,Drama,111.0,R,High,7.7,1200000,7980275,122.0,231.0,22145,756,50,2000,710.0
"Sex, Lies, and Videotape",1989,Drama,100.0,R,High,7.2,1200000,23541700,58.0,95.0,37785,2000,0,828,531.0
Super Troopers,2001,Comedy,100.0,R,High,7.1,1200000,17288314,100.0,333.0,76151,0,422,816,577.0
But I'm a Cheerleader,1999,Comedy,85.0,R,Average,6.6,1200000,999853,99.0,186.0,19986,0,91,1000,1000.0
Cotton Comes to Harlem,1970,Action,97.0,R,Average,6.6,1200000,-1200000,30.0,27.0,1172,477,282,586,434.0
Grand Theft Parsons,2003,Adventure,88.0,PG-13,Average,6.1,1200000,-1200000,51.0,38.0,2953,480,4,690,316.0
Home Run,2013,Drama,113.0,PG-13,Average,6.0,1200000,1659955,10.0,32.0,2417,0,29,890,848.0
Blue Like Jazz,2012,Comedy,108.0,PG-13,Average,6.0,1200000,-605096,38.0,89.0,2582,0,14,1000,330.0
The Wicked Within,2015,Horror,84.0,R,Average,4.6,1200000,-1200000,9.0,7.0,742,479,2,10000,500.0
Extreme Movie,2008,Comedy,76.0,R,Average,3.8,1200000,-1118662,14.0,35.0,9560,636,0,387,295.0
Mr 3000,2004,Comedy,104.0,PG-13,Average,5.5,30000000,-8199698,63.0,63.0,12164,491,30,1000,962.0
"Food, Inc.",2008,Documentary,94.0,PG,High,7.9,1000000,3417124,120.0,183.0,42389,37000,11,37,3.0
Who Killed the Electric Car?,2006,Documentary,92.0,PG,High,7.7,1000000,677838,87.0,155.0,11283,0,2,783,659.0
Taxi to the Dark Side,2007,Crime,53.0,R,High,7.7,1000000,-725339,84.0,40.0,10564,0,141,141,125.0
An Inconvenient Truth,2006,Documentary,96.0,PG,High,7.5,1000000,22808111,372.0,504.0,67654,0,49,861,68.0
Transamerica,2005,Adventure,103.0,R,High,7.4,1000000,8013113,169.0,230.0,36321,0,2,2000,508.0
20 Feet from Stardom,2013,Documentary,91.0,PG-13,High,7.4,1000000,3946250,149.0,80.0,9540,14000,9,130,19.0
Wristcutters: A Love Story,2006,Comedy,88.0,R,High,7.4,1000000,-895923,117.0,88.0,46076,11000,21,1000,835.0
I Origins,2014,Drama,106.0,R,High,7.3,1000000,-665342,140.0,160.0,75633,32000,135,7000,71.0
Shine a Light,2008,Biography,122.0,PG-13,High,7.2,1000000,4355376,129.0,67.0,9638,0,17000,543,426.0
Thir13en Ghosts,2001,Horror,91.0,R,Average,5.5,20000000,21867960,149.0,478.0,65512,0,17,1000,795.0
The Sessions,2012,Biography,95.0,R,High,7.2,1000000,4997134,337.0,126.0,36381,11000,20,422,374.0
Frozen River,2008,Crime,97.0,R,High,7.2,1000000,1508841,181.0,93.0,21746,0,33,496,238.0
Bubba Ho-Tep,2002,Comedy,92.0,R,High,7.2,1000000,492895,260.0,366.0,38893,0,152,1000,282.0
Slam,1998,Drama,100.0,R,High,7.2,1000000,-17786,16.0,51.0,1976,603,12,245,38.0
Brigham City,2001,Crime,119.0,PG-13,High,7.2,1000000,-201659,12.0,63.0,983,100,13,957,81.0
The Broken Hearts Club: A Romantic Comedy,2000,Comedy,94.0,R,High,7.0,1000000,744858,51.0,120.0,6084,671,112,1000,826.0
Dream with the Fishes,1997,Comedy,97.0,R,High,7.0,1000000,-535345,28.0,29.0,1524,166,4,611,394.0
Martha Marcy May Marlene,2011,Drama,102.0,R,High,6.9,1000000,1981638,348.0,186.0,40425,0,46,321,300.0
The Last Big Thing,1996,Comedy,98.0,R,High,6.9,1000000,-977566,95.0,17.0,334,43,8,96,71.0
Special,2006,Comedy,81.0,R,High,6.9,1000000,-993613,56.0,37.0,4862,0,0,975,645.0
October Baby,2011,Drama,107.0,PG-13,High,6.8,1000000,4355847,40.0,82.0,6110,0,10,544,264.0
The Skeleton Twins,2014,Comedy,93.0,R,High,6.8,1000000,4283379,185.0,79.0,31254,0,7,3000,439.0
Obvious Child,2014,Comedy,84.0,R,High,6.8,1000000,2122616,155.0,73.0,16594,0,9,612,457.0
Blue Car,2002,Drama,88.0,R,High,6.7,1000000,-535874,44.0,68.0,3142,115,22,638,400.0
The Howling,1981,Horror,91.0,R,Average,6.6,1000000,16986000,161.0,195.0,22773,0,287,1000,823.0
Atlas Shrugged II: The Strike,2012,Drama,111.0,PG-13,Average,5.5,10000000,-6666177,23.0,122.0,5612,0,60,823,759.0
The Poker House,2008,Drama,93.0,R,Average,6.5,1000000,-1000000,12.0,24.0,3943,599,923,34000,17000.0
Palo Alto,2013,Drama,100.0,R,Average,6.3,1000000,-249900,117.0,61.0,19752,0,71,11000,733.0
The Sisterhood of Night,2014,Drama,104.0,PG-13,Average,6.3,1000000,-993130,23.0,17.0,1354,523,0,601,524.0
Orgazmo,1997,Comedy,92.0,NC-17,Average,6.2,1000000,-417976,59.0,168.0,30396,0,406,406,203.0
Jimmy and Judy,2006,Crime,99.0,R,Average,6.2,1000000,-1000000,23.0,26.0,1420,138,0,363,275.0
The Battle of Shaker Heights,2003,Comedy,79.0,PG-13,Average,6.1,1000000,-720718,29.0,49.0,3806,150,2,855,577.0
Safe Men,1998,Comedy,88.0,R,Average,6.1,1000000,-978790,33.0,52.0,2735,157,29,499,230.0
Childless,2008,Drama,90.0,R,Average,6.1,1000000,-998964,,,33,3,0,1000,618.0
The Specials,2000,Action,82.0,R,Average,6.0,1000000,-987004,29.0,54.0,1938,210,82,2000,571.0
Proud,2004,Drama,87.0,PG,Average,5.8,1000000,-1000000,2.0,22.0,275,141,3,767,282.0
Unfriended,2014,Horror,83.0,R,Average,5.7,1000000,30537320,270.0,309.0,44329,13000,6,707,305.0
Lisa Picard Is Famous,2000,Comedy,90.0,PG-13,Average,5.7,1000000,-887479,13.0,16.0,455,25,165,978,922.0
Two Girls and a Guy,1997,Comedy,84.0,R,Average,5.6,1000000,950218,54.0,102.0,5933,387,56,21000,104.0
Hardflip,2012,Action,112.0,PG-13,Average,5.6,1000000,-903266,2.0,5.0,606,706,74,260000,984.0
Sparkler,1997,Comedy,90.0,R,Average,5.6,1000000,-994506,8.0,13.0,377,17,18,491,490.0
Sweet Sweetback's Baadasssss Song,1971,Crime,97.0,R,Average,5.5,500000,14680000,38.0,50.0,3340,566,101,982,535.0
Creative Control,2015,Drama,97.0,R,Average,5.5,1000000,-937520,36.0,7.0,1048,793,4,446,171.0
A Fine Step,2014,Drama,111.0,PG,Average,5.3,1000000,-1000000,1.0,1.0,207,212,0,657,608.0
Speedway Junky,1999,Crime,105.0,R,Average,5.2,1000000,-982873,8.0,43.0,1434,27,5,590,231.0
Fear Clinic,2015,Horror,95.0,R,Average,5.2,1000000,-1000000,39.0,19.0,6256,936,53,677,366.0
Chernobyl Diaries,2012,Horror,86.0,R,Average,5.0,1000000,17112929,270.0,271.0,52642,24000,18,1000,466.0
Black Rock,2012,Horror,83.0,R,Average,4.7,1000000,-1000000,95.0,47.0,6531,0,224,224,59.0
The Devil Inside,2012,Horror,83.0,R,Average,4.2,1000000,52245055,225.0,290.0,30570,12000,19,403,169.0
Doc Holliday's Revenge,2014,Western,84.0,PG-13,Average,3.8,1000000,-1000000,1.0,6.0,93,54,142,10000,854.0
Luminarias,2000,Comedy,100.0,R,Average,3.6,1000000,-571465,13.0,32.0,505,24,0,844,625.0
Steppin: The Movie,2009,Comedy,138.0,PG-13,Average,3.4,1000000,-1000000,,1.0,293,41,105,592,207.0
Frat Party,2009,Comedy,90.0,R,Low,2.8,1000000,-1000000,6.0,28.0,1612,297,15,984,157.0
Snow White: A Deadly Summer,2012,Horror,83.0,PG-13,Low,2.2,1000000,-1000000,7.0,14.0,634,150,142,458,383.0
The Helix... Loaded,2005,Action,97.0,R,Low,1.9,1000000,-996300,3.0,9.0,534,128,0,639,361.0
Charly,1968,Drama,103.0,PG,High,7.1,950000,-135334,32.0,55.0,4998,785,17,754,605.0
Hard Candy,2005,Crime,104.0,R,High,7.1,950000,57962,231.0,651.0,131969,12000,171,109,8.0
L!fe Happens,2011,Comedy,100.0,R,Average,5.7,930000,-909814,18.0,15.0,6025,995,28,945,756.0
Fruitvale Station,2013,Biography,85.0,R,High,7.5,900000,15197842,327.0,168.0,53919,17000,0,282,270.0
The Quiet,2005,Drama,91.0,R,Average,6.4,900000,-518814,65.0,90.0,13485,698,91,982,796.0
